ModesCode;LabelWeb;ActiveLanguage;DescriptionLong;Characteristics;composition;type
EQYFT05120;DNA CREW (GRT0);master;"&nbsp;";"__Fabric:__ Recycled cotton blend 370 g/m2
__Finish:__ Inside Brushed
__Fit:__ Oversized Fit
Rib 1x1 at Cuffs and Bottom Hem
__Details:__ Art on Chest
Quiksilver Recycled Woven Label Pack";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Sweatshirt
EQYZT08287;EV VISTA (BGA0);master;"&nbsp;";"__Fabric:__ Lightweight cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYFT05121;DNA HOODIE (BYC0);master;"&nbsp;";"__Fabric:__ Recycled cotton blend 370 g/m2
__Finish:__ Inside Brushed
__Fit:__ Oversized Fit
Hood with Drawcord
Rib 1x1 at Cuffs and Bottom Hem
__Details:__ Art on Chest
Quiksilver Recycled Woven Label Pack";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Hoodie
EQYZT08263;EVO ORIGINAL BS (WBK0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Rib knit collar
Quiksilver art on chest and back
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQYZT08294;LEGACY (GNZ0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQYZT08294;LEGACY (BYC0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQYBS04913;OG SNAP (CRE0);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
The original look with modern performance
MADE BETTER
Made with 70% recycled polyester fibres from textile waste and 20% from plastic bottles.
PFC Free durable water repellent treatment
__Fabric:__ Original 4-way stretch fabric, recycled polyester, elastane, [165 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Hook and loop tape closure
Back pocket with flap
Iconic Original Bubble logo
Overdyed with garment wash
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Boardshorts
EQYBS04916;HIGHLINE (YKM0);master;"&nbsp;";"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 51% Recycled Polyester, 37% Polyester, 12% Elastane;Boardshorts
EQYBS04930;HIGHLINE PT (KVJ6);master;"&nbsp;";"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 51% Recycled Polyester, 37% Polyester, 12% Elastane;Boardshorts
EQYBS04880;ORIGINAL (CRE6);master;"&nbsp;";"__Fabric:__ 92% recycled polyester 8% elastane blend fabric
__Waist:__ Fixed waist
__Closure:__ Drawcord closure
__Pockets:__ Back flap pocket 
__Outseams:__ 18"" outseam, mid length
__Branding:__ Woven label";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Board Shorts
EQYBS04880;ORIGINAL (RQZ0);master;"&nbsp;";"__Fabric:__ 92% recycled polyester 8% elastane blend fabric
__Waist:__ Fixed waist
__Closure:__ Drawcord closure
__Pockets:__ Back flap pocket 
__Outseams:__ 18"" outseam, mid length
__Branding:__ Woven label";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Board Shorts
EQBBS03744;SURFSILK NEXT G (KTP6);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fly:__ Performance
Fixed waist
__Outseam:__ 17"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back welt pocket with zip opening
Iconic checker and omnifont wordmark design revisited with a pixelated application inspired by David Julien first collab with Quiksilver";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQYJV04206;NOMAD VL (KVJ0);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Arch Leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 17"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Art patch at right leg
Printed design taping on bottom hem
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Swim Shorts
EQYBS04919;NOMAD BS (KVJ0);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Arch Leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Art patch at right leg
Printed design taping on bottom hem
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQYBS04919;NOMAD BS (RQZ0);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Arch Leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Art patch at right leg
Printed design taping on bottom hem
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQBFT03975;MERCURY TRIDENT (KVJ0);master;"&nbsp;";"__Fabric:__ Recycled Cotton, Cotton, Recycled Polyester [370 g/m2] brushed back fleece
__Fit:__ Oversized fit
__Neck:__ Hooded neckline
Metal front zip
Kangaroo pocket
Soft hand-feel screen print
Quiksilver woven label in side seam

";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Zip-Up Hoodie
EQYBS04921;SURFSILK CARGO (KVJ6);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Scallop leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQYBS04921;SURFSILK CARGO (BJK7);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Scallop leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 18"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQYHA03467;DRIFTER CLICKER (BYC0);master;"&nbsp;";"5 Panel fit
__Fabric:__ Recycled fabric
Netplus¨ brim made from recycled fishing nets
Flat direct embroidery
Adjustable plastic snap closure";[Main Fabric] 100% Cotton;Snapback Cap
AQYHA05354;CLASSIC FOAM M& (GPB6);master;"&nbsp;";"5-panel foam trucker
Sublimated art on front panels
Woven label at centre front
Plastic rear closure.";[Main Fabric] 100% Polyester;Cap
EQYWS03917;FREEFALLCARGO (KVJ0);master;"&nbsp;";"__Fabric:__ Pure cotton slub
__Fit:__ Baggy 22"" length
__Waist:__ Elasticated waistband
Side pockets
Back pockets
Cargo pockets";[Main Fabric] 100% Cotton;Elasticated Cargo Shorts
EQWWK03030;SOLANACARGO (TKS0);master;0;0;100% Recycled Nylon;0
AQBHA03593;CLASSIC FOAM TR (KTP6);master;"&nbsp;";"5-panel foam trucker
Sublimated art on front panels
Woven label at centre front
Plastic rear closure.";[Main Fabric] 100% Polyester;Cap
AQYHA05354;CLASSIC FOAM M& (MKT0);master;"&nbsp;";"5-panel foam trucker
Sublimated art on front panels
Woven label at centre front
Plastic rear closure.";[Main Fabric] 100% Polyester;Cap
EQYKT04392;MW PIQUE (CRE0);master;"&nbsp;";"__Fabric:__ Cotton
__Fit:__ Regular fit
Self-fabric collar
Buttoned front placket
Quiksilver embroidery
Quiksilver recycled woven label";[Main Fabric] 100% Cotton;Short Sleeve Polo Shirt
AQKHA03402;CLASSIC FOAM TR (KTP6);master;"&nbsp;";"5-panel foam trucker
Sublimated art on front panels
Woven label at centre front
Plastic rear closure.";[Main Fabric] 100% Polyester;Cap
AQYHA05354;CLASSIC FOAM M& (BYC6);master;"&nbsp;";"5-panel foam trucker
Sublimated art on front panels
Woven label at centre front
Plastic rear closure.";[Main Fabric] 100% Polyester;Cap
EQWNS03091;BRICKENSBERMUDA (BPC1);master;"&nbsp;";"__Fabric:__ Lightweight cotton fabric [150 g/m2]
__Fit:__ Slack high waist
__Wash:__ Garment wash with soft hand-feel
Button and metal zip on front opening
Quiksilver plaid
Pleats on front
Welt pocket on back
Belt loops on waist
Quiksilver recycled woven label pack

";[Main Fabric] 100% Cotton;Bermuda Shorts
AQYWR03136;Surf Tee LS (BLC0);master;"&nbsp;";"__Collection:__ Everyday collection
__Fabric:__ Recycled polyester elastane blend fabric 
Neoprene Foam: Stretchflight neoprene foam
__Technology:__ Moisture-wicking properties pull sweat away from the skin, keeping you dry
Chlorine resistant
__UV Protection:__ 50+ UPF sun protection 
Dye: Solution dyed (black)
__Fit:__ Loose fit 
__Neck:__ Crew neck 
__Sleeves:__ Long sleeves 
__Closure:__Pullover closure
Download [Declaration Of Conformity](https://cdn.napali.app/static/global/certificates/LYCRAS/243_QS_LYCRA-14782-Declaration_de_conformite-EPI_type_I.pdf)";92% Recycled Polyester, 8% Elastane;Long Sleeve UPF 50 Surf T-Shirt
EQYHA03467;DRIFTER CLICKER (KVJ0);master;"&nbsp;";"5 Panel fit
__Fabric:__ Recycled fabric
Netplus¨ brim made from recycled fishing nets
Flat direct embroidery
Adjustable plastic snap closure";[Main Fabric] 100% Cotton;Snapback Cap
EQWWT03154;FINVOY (BLC3);master;"&nbsp;";"__Fabric:__ Cotton poplin [110 g/m2]
__Fit:__ Boyfriend fit
__Closure:__Regular button closure
Vertical yarn-dyed stripes
Quiksilver and tonal embroidery on front
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Long Sleeve Shirt
EQYKT04392;MW PIQUE (CJZ0);master;"&nbsp;";"__Fabric:__ Cotton
__Fit:__ Regular fit
Self-fabric collar
Buttoned front placket
Quiksilver embroidery
Quiksilver recycled woven label";[Main Fabric] 100% Cotton;Short Sleeve Polo Shirt
EQYNP03326;DOUBLECROWNPANT (KTP0);master;"&nbsp;";"__Fabric:__ Poly/cotton twill
__Fit:__ Elasticated fit [19"" inseam]
Elastic waistband with zip
Drawcord closure
Side and back pockets
Cargo pockets
Quiksilver branding";[Main Fabric] 100% Cotton;Elasticated Cargo Shorts
EQBWS03378;TAXER YOUTH (CMK0);master;"&nbsp;";"__Fabric:__ Cotton elastane blend poplin fabric
__Wash:__ Enzyme wash
__Fit:__ Straight fit
__Outseam:__ 15""outseam, short length
__Waist:__ Elasticated waist
__Closure:__ Drawcord closure
__Pockets:__ Front slash pockets
Back patch pocket
__Branding:__ Woven label at front waist back
Woven label at back patch";[Main Fabric] 98% Cotton, 2% Elastane;Elastic Waist Walkshorts
EQBWS03371;TAXERCORDYOUTH (BGA0);master;"&nbsp;";"__Fabric:__ Cotton corduroy fabric
__Waist:__ Elastic waist
__Closure:__ Drawcord closure";[Main Fabric] 100% Cotton;Elastic Waist Walkshorts
EQBKT03349;KNOWLEDGE AERA (BLC0);master;"&nbsp;";"__Fabric:__ Organic cotton jersey fabric [200 g/m2]
__Wash:__ Heavy stone wash for a vintage look
Jacquard tape on sleeves
__Fit:__ Vintage fit
__Neck:__ Rib knit on collar
Quiksilver label on bottom";[Main Fabric] 100% Organic Cotton;T-Shirt
EQBKT03349;KNOWLEDGE AERA (WBS0);master;"&nbsp;";"__Fabric:__ Organic cotton jersey fabric [200 g/m2]
__Wash:__ Heavy stone wash for a vintage look
Jacquard tape on sleeves
__Fit:__ Vintage fit
__Neck:__ Rib knit on collar
Quiksilver label on bottom";[Main Fabric] 100% Organic Cotton;T-Shirt
EQBWS03371;TAXERCORDYOUTH (CMK0);master;"&nbsp;";"__Fabric:__ Cotton corduroy fabric
__Waist:__ Elastic waist
__Closure:__ Drawcord closure";[Main Fabric] 100% Cotton;Elastic Waist Walkshorts
EQBWS03371;TAXERCORDYOUTH (PKS0);master;"&nbsp;";"__Fabric:__ Cotton corduroy fabric
__Waist:__ Elastic waist
__Closure:__ Drawcord closure";[Main Fabric] 100% Cotton;Elastic Waist Walkshorts
EQBWR03257;Surf Tee SS You (YKM0);master;"&nbsp;";"__Fit:__ Loose fit, cut for room and comfort
__Recycled Fabric:__ Cotton-feel brushed fabric made with recycled yarn and designed to hold its form
UPF 50+ Sun protection
Chlorine-resistant properties
Moisture-wicking properties
Treatment: Solution dyed fabric [black colourway]";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Short Sleeve Surf T-Shirt
EQBWS03378;TAXER YOUTH (RQZ0);master;"&nbsp;";"__Fabric:__ Cotton elastane blend poplin fabric
__Wash:__ Enzyme wash
__Fit:__ Straight fit
__Outseam:__ 15""outseam, short length
__Waist:__ Elasticated waist
__Closure:__ Drawcord closure
__Pockets:__ Front slash pockets
Back patch pocket
__Branding:__ Woven label at front waist back
Woven label at back patch";[Main Fabric] 98% Cotton, 2% Elastane;Elastic Waist Walkshorts
EQWDS03019;MOMDENIMSHORT (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton [410 g/m2]
__Fit:__ Carpenter fit
__Wash:__ Garment wash with soft hand-feel
Metal shank buttons
Metal zip on front opening
Belt loops on waist
Quiksilver recycled woven label on back patch pocket

";[Main Fabric] 100% Cotton;Denim Shorts
EQYWS03878;TAXERCORDWS (CJZ0);master;"&nbsp;";"__Fabric:__ Cotton corduroy fabric [285 g/m2]
__Fit:__ Volley relaxed fit
__Outseam:__ 18""outseam, mid length
__Waist:__ Elasticated waistband
__Closure:__ Drawcord closure
__Pockets:__ Side pockets
Back pockets
__Branding:__ Quiksilver art & branding";[Main Fabric] 100% Cotton;Corduroy Walkshorts
EQYWS03912;MWCARGOSHORT (WEG0);master;"&nbsp;";"__Fabric:__ Cotton, elastane [230 g/m2]
__Fit:__ Easy straight fit
__Outseam:__ 20"" outseam
__Waist:__ Fixed waistband with zip and button closure
Side pockets
Cargo pockets
Quiksilver embroidery on side and back
Quiksilver recycled woven label pack";[Main Fabric] 98% Organic Cotton, 2% Elastane;Cargo Shorts
EQYKT04413;OXNI WASHED SS (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton jersey fabric [240 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Rib knit on collar
Patch pocket on chest
Embroidery on patch pocket
Recycled Quiksilver woven label inserted in side seam";[Main Fabric] 100% Cotton;T-Shirt
EQBWR03258;Surf Tee SS You (BLC0);master;"&nbsp;";"__Fit:__ Loose fit, cut for room and comfort
__Fabric:__ STRETCHFLIGHT
UPF 50+ Sun protection
Chlorine-resistant properties
Moisture-wicking properties
Treatment: Solution dyed fabric [black colourway]";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Short Sleeve Surf T-Shirt
EQYKT04413;OXNI WASHED SS (MKT0);master;"&nbsp;";"__Fabric:__ Cotton jersey fabric [240 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Rib knit on collar
Patch pocket on chest
Embroidery on patch pocket
Recycled Quiksilver woven label inserted in side seam";[Main Fabric] 100% Cotton;T-Shirt
EQYKT04413;OXNI WASHED SS (TKS0);master;"&nbsp;";"__Fabric:__ Cotton jersey fabric [240 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Rib knit on collar
Patch pocket on chest
Embroidery on patch pocket
Recycled Quiksilver woven label inserted in side seam";[Main Fabric] 100% Cotton;T-Shirt
AQYWR03135;SURF TEE SS (BLC0);master;"&nbsp;";"__Collection:__ Everyday collection
__Fabric:__ Recycled polyester elastane blend fabric
Our Cotton-Feel is a fine brushed fabric made with recycled yarn and designed not to stretch out over time 
__Technology:__ Moisture-wicking properties pull sweat away from the skin, keeping you dry
Chlorine resistant
__UV Protection:__ UPF 50+ Sun protection
Dye: Solution dyed (black)
__Fit:__ Loose fit
__Neck:__ Crew neck
__Sleeves:__ Short sleeves
__Closure:__Pullover closure
Download [Declaration Of Conformity](https://cdn.napali.app/static/global/certificates/LYCRAS/243_QS_LYCRA-14782-Declaration_de_conformite-EPI_type_I.pdf)";92% Recycled Polyester, 8% Elastane;Short Sleeve UPF 50 Surf T-Shirt
EQBWR03258;Surf Tee SS You (KTP0);master;"&nbsp;";"__Fit:__ Loose fit, cut for room and comfort
__Fabric:__ STRETCHFLIGHT
UPF 50+ Sun protection
Chlorine-resistant properties
Moisture-wicking properties
Treatment: Solution dyed fabric [black colourway]";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Short Sleeve Surf T-Shirt
EQYWS03916;UNIONSTRAIGHTSH (KTP0);master;"&nbsp;";"__Fabric:__ Cotton, elastane
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Outseam:__ 20"" outseam
__Waist:__ Fixed
__Closure:__Zip and button
__Pockets:__ Front slash, back welt with button and pocket flap
Woven label on front slash pocket";[Main Fabric] 99% Cotton, 1% Elastane;Walk Shorts
EQYWS03916;UNIONSTRAIGHTSH (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton, elastane
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Outseam:__ 20"" outseam
__Waist:__ Fixed
__Closure:__Zip and button
__Pockets:__ Front slash, back welt with button and pocket flap
Woven label on front slash pocket";[Main Fabric] 99% Cotton, 1% Elastane;Walk Shorts
EQYHY03890;RUN ASHORE AMPH (KVJ0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 90% pre-consumer recycled nylon
PFC Free durable water repellent treatment
__Fabric:__ Recycled nylon [117 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Lining:__ Unlined design
__Closure:__Adjustable belt on waist
__Outseam:__ 18"", regular length
__Pockets:__ Signature secured phone pocket
Side hand pockets
Reflective details
Locker loop";[Main Fabric] 100% Recycled Nylon;Amphibian Boardshorts
EQYWS03916;UNIONSTRAIGHTSH (CJZ0);master;"&nbsp;";"__Fabric:__ Cotton, elastane
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Outseam:__ 20"" outseam
__Waist:__ Fixed
__Closure:__Zip and button
__Pockets:__ Front slash, back welt with button and pocket flap
Woven label on front slash pocket";[Main Fabric] 99% Cotton, 1% Elastane;Walk Shorts
EQWNP03068;LOMASWOVENHEMP (KVJ6);master;"&nbsp;";"__Fabric:__ Organic cotton, true hemp blend [140 g/m2]
__Fit:__ Elasticated pant fit
Elasticated waistband
__Wash:__ Softener wash and anti-pilling treatment
All-over printed design
Quiksilver recycled woven label patched on back pocket



";[Main Fabric] 55% Organic Cotton, 45% True Hemp;Elasticated Trousers
EQYDS03118;MERCURYDENIMSHN (BLCW);master;"&nbsp;";"__Fabric:__ Cotton stretch denim
__Wash:__ Stone Wash
__Fit:__ Baggy fit
__Waist:__ Fixed
__Closure:__Metal shank and zip
__Pockets:__ Front pockets
Coin pocket
Back patch pocket
Branded rivets on front pockets0 on back pocket";[Main Fabric] 99% Cotton, 1% Elastane;Denim Shorts
AQBHA03593;CLASSIC FOAM TR (BYC6);master;"&nbsp;";"5-panel foam trucker
Sublimated art on front panels
Woven label at centre front
Plastic rear closure.";[Main Fabric] 100% Polyester;Cap
AQYWS03233;UNIONREGULARSHO (CRE0);master;"&nbsp;";"__Fabric:__ Cotton poly stretch
__Wash:__ Garment wash
__Fit:__ Straight
__Outseam:__ 20""
__Waist:__ Fixed
__Closure:__Zipper and button
__Pockets:__ Front slash pockets, back welt pockets
__Branding:__ Woven label at front slash pocket, woven label at back pocket.";[Main Fabric] 59% Polyester, 40% Cotton, 1% Elastane;Shorts
EQYKT04410;LEKONISTRIPESST (WEG3);master;"&nbsp;";"__Fabric:__ Cotton Jersey [200 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Rib knit on collar
__Sleeves:__ Short sleeves
Striped yarn-dyed
Flag label on side seam

";[Main Fabric] 100% Cotton;T-Shirt
EQYHY03881;UNION AMPHIBIAN (BGA0);master;"&nbsp;";"__Coating:__ PFC FREE HYDROPHOBIC TREATMENT
__Fabric:__ Remade Surfsilk: Tough on the outside, soft on the inside
__Fit:__ Straight Leg Fit
__Outseams:__ 20"" outseam
__Waist And Closure:__ Non-corrosive zip fly with button closure
__Fly:__ Zip Fly
Side-entry pockets
Back left pocket with button closure
Back right pocket with water-resistant auto-lock zipper
Iconic Mountain and Wave Logo
Key bungee loop side pocket
Recycled yarn";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Amphibian Board Shorts
EQWNP03068;LOMASWOVENHEMP (WEG3);master;"&nbsp;";"__Fabric:__ Organic cotton, true hemp blend [140 g/m2]
__Fit:__ Elasticated pant fit
Elasticated waistband
__Wash:__ Softener wash and anti-pilling treatment
All-over printed design
Quiksilver recycled woven label patched on back pocket



";[Main Fabric] 55% Organic Cotton, 45% True Hemp;Elasticated Trousers
EQYDP03503;MERCURY DENIM P (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton Twill [11.5 oz.]
__Wash:__ Heavy Stone Wash
__Fit:__ Baggy fit
__Waist:__ Fixed
__Closure:__Metal shank and zip
__Pockets:__ Front pockets
Coin pocket
Back patch pocket
Contrasted stitching
Branded rivets on front pockets0 on back pocket";[Main Fabric] 100% Cotton;Baggy Denim Jeans
EQWNP03066;GRATTANPARK (BLC3);master;"&nbsp;";"__Fabric:__ Lightweight pure cotton fabric
__Fit:__ Elasticated wide leg pant fit
__Wash:__ Simple garment wash
Vertical yarn-dyed stripes
Quiksilver embroidery at top leg
Quiksilver recycled woven label pack";[Main Fabric] 100% Cotton;Elasticated Trousers
EQYWS03916;UNIONSTRAIGHTSH (WEG0);master;"&nbsp;";"__Fabric:__ Cotton, elastane
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Outseam:__ 20"" outseam
__Waist:__ Fixed
__Closure:__Zip and button
__Pockets:__ Front slash, back welt with button and pocket flap
Woven label on front slash pocket";[Main Fabric] 99% Cotton, 1% Elastane;Walk Shorts
EQWWD03129;LOLADENIMDRESS (BYGW);master;"&nbsp;";"__Fabric:__ Cotton [270 g/m2]
__Fit:__ Mid length
__Wash:__ Heavy wash
Fitted waist with metal zip closure on centre back
Quiksilver embroidery on left chest when worn";[Main Fabric] 100% Cotton;Strapless Tube Dress
EQWWD03131;GARRISONDRESS (KVJ6);master;"&nbsp;";"__Fabric:__ Cotton twill [230 g/m2]
__Fit:__ Maxi fit
__Wash:__ Heavy wash
Brushed fabric
One colour plaid
Elasticated waist
Zip on centre back opening
Quiksilver graphic embroidery on chest
Quiksilver recycled label pack";[Main Fabric] 55% Organic Cotton, 45% True Hemp;Long Sleeve Maxi Dress
EQYDS03122;MERCURYDENIMCHE (KVJ1);master;"&nbsp;";"__Fabric:__ Cotton stretch denim
__Wash:__ Stone Wash
__Fit:__ Baggy fit
__Waist:__ Fixed
__Closure:__Metal shank and zip
__Pockets:__ Front pockets
Coin pocket
Back patch pocket
Branded rivets on front pockets0 on back pocket";[Main Fabric] 100% Cotton;Denim Shorts
EQYHY03881;UNION AMPHIBIAN (RQZ0);master;"&nbsp;";"__Coating:__ PFC FREE HYDROPHOBIC TREATMENT
__Fabric:__ Remade Surfsilk: Tough on the outside, soft on the inside
__Fit:__ Straight Leg Fit
__Outseams:__ 20"" outseam
__Waist And Closure:__ Non-corrosive zip fly with button closure
__Fly:__ Zip Fly
Side-entry pockets
Back left pocket with button closure
Back right pocket with water-resistant auto-lock zipper
Iconic Mountain and Wave Logo
Key bungee loop side pocket
Recycled yarn";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Amphibian Board Shorts
EQWNS03095;LUDDENSHORT (GCC6);master;"&nbsp;";"__Fabric:__ seersucker textured fabric cotton elastane [88 g/m2]
__Fit:__ Elasticated fit
__Wash:__ Simple garment wash
Fluid look
Matching fabric drawcord on waistband
All-over printed design
Recycled woven label pack";[Main Fabric] 97% Cotton, 3% Elastane;Elasticated Shorts
